ID da fila;ID da compra;Data da compra;Data de envio;Modo de envio;ID do cliente;Nome do cliente;Segmento;Cidade;Estado;País;Região;ID do produto;Categoria;Sub-categoria;Nome do produto;Vendas;Quantidade;Desconto;Lucro
1981;MX-2013-108812;26/09/2013;28/09/2013;Segunda classe;BC-11515;Breno Cunha;Varejo;Managua;Managua;Nicarágua;Central;TEC-CO-10002086;Tecnologia;Copiadoras;Brother Fax sem fio, Par;5040,6984;2;0,002;343,0984
1982;MX-2013-121776;03/04/2013;05/04/2013;Segunda classe;RC-19810;Raissa Carvalho;Pequenas e Medias Empresas;Guarulhos;São Paulo;Brasil;Sul;MAT-AR-10003707;Material de escritório;Armazenamento;Smead Pastas, Tamanho real;584;5;0;274
1983;MX-2013-121776;03/04/2013;05/04/2013;Segunda classe;RC-19810;Raissa Carvalho;Pequenas e Medias Empresas;Guarulhos;São Paulo;Brasil;Sul;MAT-EN-10004129;Material de escritório;Envelopes;GlobeWeis Fita dupla face, Reciclado;403,8;3;0;181,2
1984;MX-2012-164007;25/12/2012;28/12/2012;Segunda classe;MS-18220;Maria Silva;Varejo;Soyapango;San Salvador;El Salvador;Central;MAT-FI-10000789;Material de escritório;Fichários;Acco Perfurador, Durável;421,6;2;0;63,2
1985;US-2013-108336;14/03/2013;20/03/2013;Classe padrão;ÁB-10060;Ágatha Barros;Pequenas e Medias Empresas;Ciudad Choluteca;Choluteca;Honduras;Central;MAT-AR-10001020;Material de escritório;Arte;Crayola Canetas, Tamanhos variados;120,96;2;0,4;-2,24
1986;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10002108;Material de escritório;Armazenamento;Tenex Armários, Tamanho real;2450,16;3;0,4;-857,64
1987;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MÓV-CA-10001628;Móveis;Cadeiras;Novimex Poltrona, Preto;10932,48;6;0,4;-3280,32
1988;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AR-10001128;Material de escritório;Arte;BIC Tela, Embalagem tipo bulk;863,52;4;0,4;-475,68
1989;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-AC-10001948;Material de escritório;Acessórios;Breville Liquidificador, Preto;717,36;2;0,4;-71,84
1990;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-TE-10000636;Tecnologia;Telefones;Nokia Carregador, Tamanhos variados;10222,56;4;0,4;-0,64
1991;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-TE-10003808;Tecnologia;Telefones;Nokia Headset, Azul;292,44;1;0,4;-151,16
1992;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;TEC-AC-10004330;Tecnologia;Acessórios;Logitech Mouse, Reciclado;325,08;3;0,4;-114,12
1993;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10004780;Material de escritório;Fichários;Ibico Pasta argolada, Econômico;247,68;4;0,4;-13,12
1994;US-2013-164119;15/11/2013;21/11/2013;Classe padrão;TP-20980;Tomás Pinto;Grande Empresa;Tegucigalpa;Francisco Morazán;Honduras;Central;MAT-FI-10000380;Material de escritório;Fichários;Ibico Encadernadora, Transparente;814,08;4;0,4;-461,92
1995;MX-2014-160857;12/05/2014;19/05/2014;Classe padrão;EC-13285;Eduardo Cardoso;Varejo;San Juan de la Maguana;San Juan;República Dominicana;Caribe;MAT-FI-10000154;Material de escritório;Fichários;Wilson Jones Encadernadora, Transparente;516,48;2;0,2;12,88
1996;US-2011-121636;13/04/2011;15/04/2011;Primeira classe;JC-16075;Júlio Correia;Varejo;Apatzingán de la Constitución;Michoacán;México;Norte;MÓV-ES-10004981;Móveis;Estantes;Bush Biblioteca, Metal;1940,16;1;0,2;-97,04
1997;US-2011-121636;13/04/2011;15/04/2011;Primeira classe;JC-16075;Júlio Correia;Varejo;Apatzingán de la Constitución;Michoacán;México;Norte;MÓV-CA-10004486;Móveis;Cadeiras;HON Cadeira dobrável, Preto;842,56;2;0,2;41,76
1998;US-2013-108308;28/05/2013;29/05/2013;Primeira classe;ÁA-10030;Ágatha Araujo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-MA-10003148;Material de escritório;Materiais;Stiletto Tesouras, Retangular;477,76;2;0,2;-18,24
1999;US-2013-108308;28/05/2013;29/05/2013;Primeira classe;ÁA-10030;Ágatha Araujo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-CO-10003305;Material de escritório;Colchetes;Stockwell Clips de papel, Tamanhos variados;362,88;6;0,2;22,08
2000;US-2013-108308;28/05/2013;29/05/2013;Primeira classe;ÁA-10030;Ágatha Araujo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-PA-10000604;Material de escritório;Papel;Eaton Agenda, Embalagem com 12;659,2;5;0,2;164,2
2001;US-2013-108308;28/05/2013;29/05/2013;Primeira classe;ÁA-10030;Ágatha Araujo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-AR-10002671;Material de escritório;Armazenamento;Fellowes Pratelheiras, Metal;1517,6;5;0,2;568,6
2002;US-2013-108308;28/05/2013;29/05/2013;Primeira classe;ÁA-10030;Ágatha Araujo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;MAT-AC-10002405;Material de escritório;Acessórios;Hamilton Beach Torradeira, Branco;1780,8;6;0,2;177,6
2003;US-2013-108308;28/05/2013;29/05/2013;Primeira classe;ÁA-10030;Ágatha Araujo;Grande Empresa;Santiago de los Caballeros;Santiago;República Dominicana;Caribe;TEC-CO-10002466;Tecnologia;Copiadoras;Sharp Fax sem fio, Digital;3783,1584;2;0,202;-910,4416
2004;MX-2013-147690;13/11/2013;18/11/2013;Classe padrão;VS-21340;Vinicius Santos;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;MAT-CO-10003605;Material de escritório;Colchetes;Advantus Percevejo niquelado, Metal;182,8;2;0;16,4
2005;MX-2013-147690;13/11/2013;18/11/2013;Classe padrão;VS-21340;Vinicius Santos;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;TEC-CO-10000698;Tecnologia;Copiadoras;Brother Copiadora para uso pessoal, Colorida;2880,8268;3;0,002;1032,8268
2006;MX-2013-147690;13/11/2013;18/11/2013;Classe padrão;VS-21340;Vinicius Santos;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;TEC-TE-10000934;Tecnologia;Telefones;Cisco Carregador, Azul;21713;5;0;3908
2007;MX-2013-147690;13/11/2013;18/11/2013;Classe padrão;VS-21340;Vinicius Santos;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;MÓV-MÓ-10002143;Móveis;Móveis ;Advantus Moldura, Premium;2926,4;4;0;1052,8
2008;MX-2013-147690;13/11/2013;18/11/2013;Classe padrão;VS-21340;Vinicius Santos;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;MÓV-ES-10002970;Móveis;Estantes;Ikea Par, Tradicional;1640,8;2;0;180,4
2009;MX-2013-147690;13/11/2013;18/11/2013;Classe padrão;VS-21340;Vinicius Santos;Varejo;Ribeirão Preto;São Paulo;Brasil;Sul;MAT-FI-10003812;Material de escritório;Fichários;Ibico Pasta argolada, Durável;113,2;1;0;31,6
2010;MX-2013-118213;25/05/2013;30/05/2013;Segunda classe;YB-21865;Yasmin Barros;Varejo;Soledad Díez Gutiérrez;San Luis Potosí;México;Norte;MAT-FI-10001935;Material de escritório;Fichários;Acco Divisórias, Econômico;114,4;2;0;30,8
2011;MX-2013-126956;12/10/2013;16/10/2013;Classe padrão;MC-19120;Murilo Correia;Varejo;San Salvador;San Salvador;El Salvador;Central;MAT-CO-10002266;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Embalagem tipo bulk;87,6;1;0;19,2
2012;MX-2013-126956;12/10/2013;16/10/2013;Classe padrão;MC-19120;Murilo Correia;Varejo;San Salvador;San Salvador;El Salvador;Central;TEC-CO-10002110;Tecnologia;Copiadoras;HP Copiadora, Par;3242,7016;2;0,002;123,1016
2013;MX-2012-116575;10/10/2012;12/10/2012;Primeira classe;TA-20845;Thaís Alves;Varejo;Puebla;Puebla;México;Norte;TEC-CO-10003549;Tecnologia;Copiadoras;Hewlett Fax, Colorida;2138,1152;1;0,002;316,9152
2014;MX-2014-143476;05/09/2014;08/09/2014;Segunda classe;LM-16885;Leila Martins;Varejo;Tlaquepaque;Jalisco;México;Norte;MAT-AR-10000087;Material de escritório;Arte;Stanley Marcadores de texto, Metal;106,4;1;0;51
2015;MX-2011-157616;27/10/2011;01/11/2011;Classe padrão;BS-11740;Bruna Silva;Varejo;Morelia;Michoacán;México;Norte;MAT-CO-10001604;Material de escritório;Colchetes;Accos Alfinetes, Metal;292,8;3;0;146,4
2016;MX-2011-157616;27/10/2011;01/11/2011;Classe padrão;BS-11740;Bruna Silva;Varejo;Morelia;Michoacán;México;Norte;MAT-CO-10004279;Material de escritório;Colchetes;Stockwell Elásticos, Metal;216,8;2;0;60,4
2017;MX-2011-157616;27/10/2011;01/11/2011;Classe padrão;BS-11740;Bruna Silva;Varejo;Morelia;Michoacán;México;Norte;MAT-ET-10000190;Material de escritório;Etiquetas;Avery Etiquetas para codificação colorida, Durável;364,8;4;0;134,4
2018;MX-2013-163237;30/10/2013;06/11/2013;Classe padrão;CA-11860;Caio Almeida;Varejo;Petapa;Guatemala;Guatemala;Central;MAT-AC-10000329;Material de escritório;Acessórios;Cuisinart Torradeira, Vermelho;712,8;2;0;49,6
2019;US-2014-151813;16/03/2014;16/03/2014;No mesmo dia;PS-19555;Pedro Santos;Varejo;Salvador;Bahia;Brasil;Sul;MAT-AR-10002704;Material de escritório;Armazenamento;Eldon Pratelheiras, Tamanho real;258,4;2;0,6;-142,4
2020;US-2014-151813;16/03/2014;16/03/2014;No mesmo dia;PS-19555;Pedro Santos;Varejo;Salvador;Bahia;Brasil;Sul;MAT-AR-10000744;Material de escritório;Armazenamento;Tenex Pratelheiras, Metal;429,84;3;0,6;-526,56
2021;MX-2014-114552;26/05/2014;02/06/2014;Classe padrão;ÁA-10045;Ágatha Azevedo;Grande Empresa;Neiva;Huila;Colômbia;Sul;MAT-MA-10004072;Material de escritório;Materiais;Acme Estilete, Industrial;788,4;3;0;181,2
2022;MX-2014-114552;26/05/2014;02/06/2014;Classe padrão;ÁA-10045;Ágatha Azevedo;Grande Empresa;Neiva;Huila;Colômbia;Sul;MÓV-MÓ-10000727;Móveis;Móveis ;Rubbermaid Peso de porta, Embalagem multipack;584,8;2;0;274,8
2023;MX-2012-133032;06/07/2012;08/07/2012;Segunda classe;EG-13645;Enzo Goncalves;Varejo;Bridgetown;Saint Michael;Barbados;Caribe;TEC-CO-10002180;Tecnologia;Copiadoras;Canon Fax, Par;4236,7096;2;0,002;882,7096
2024;MX-2012-133032;06/07/2012;08/07/2012;Segunda classe;EG-13645;Enzo Goncalves;Varejo;Bridgetown;Saint Michael;Barbados;Caribe;TEC-CO-10001917;Tecnologia;Copiadoras;Canon Fax e copiadora, Vermelho;8827,5096;7;0,002;3872,9096
2025;MX-2011-159037;22/12/2011;26/12/2011;Classe padrão;MC-17965;Manuela Correia;Grande Empresa;Guaymas;Sonora;México;Norte;MAT-ET-10003076;Material de escritório;Etiquetas;Smead Etiquetas redondas, Branco;138;3;0;19,2
2026;US-2013-125948;10/06/2013;15/06/2013;Classe padrão;VS-21790;Vitoria Santos;Varejo;San Luis;San Luis;Argentina;Sul;MÓV-CA-10000166;Móveis;Cadeiras;Office Star Poltrona, Vermelho;16827,48;9;0,4;-8134,92
2027;MX-2011-123883;15/10/2011;17/10/2011;Primeira classe;CC-11875;Caio Castro;Grande Empresa;Cabo de Santo Agostinho;Pernambuco;Brasil;Sul;MÓV-ES-10004287;Móveis;Estantes;Bush Estante tradicional, Tradicional;13756;5;0;550
2028;MX-2011-123883;15/10/2011;17/10/2011;Primeira classe;CC-11875;Caio Castro;Grande Empresa;Cabo de Santo Agostinho;Pernambuco;Brasil;Sul;MAT-AR-10001157;Material de escritório;Armazenamento;Rogers Bandejas, Tamanho real;1234,2;3;0;246,6
2029;MX-2014-132822;05/12/2014;06/12/2014;Primeira classe;LS-17905;Luiza Santos;Grande Empresa;San Salvador;San Salvador;El Salvador;Central;MAT-FI-10002744;Material de escritório;Fichários;Acco Encadernadora, Transparente;674;2;0;134,8
2030;MX-2014-132822;05/12/2014;06/12/2014;Primeira classe;LS-17905;Luiza Santos;Grande Empresa;San Salvador;San Salvador;El Salvador;Central;MAT-MA-10004878;Material de escritório;Materiais;Kleencut Abridor de carta, Aço;529,2;3;0;36,6
2031;MX-2012-169894;05/10/2012;11/10/2012;Classe padrão;KS-16495;Kauê Silva;Grande Empresa;La Paz;Baixa Califórnia do Sul;México;Norte;TEC-TE-10002883;Tecnologia;Telefones;Motorola Smart Phone, Tamanho real;5242,8;6;0;104,4
2032;US-2014-156104;22/12/2014;25/12/2014;Primeira classe;RR-19840;Raissa Ribeiro;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-AC-10003848;Material de escritório;Acessórios;Hoover Liquidificador, Branco;762,48;2;0,4;-89,12
2033;MX-2012-163587;05/01/2012;06/01/2012;No mesmo dia;VC-21040;Victor Cunha;Pequenas e Medias Empresas;San Salvador;San Salvador;El Salvador;Central;MAT-CO-10001275;Material de escritório;Colchetes;Accos Prendedores de papel, Embalagem tipo bulk;258,4;2;0;126,4
2034;MX-2011-137316;30/06/2011;05/07/2011;Classe padrão;DF-12835;Davi Ferreira;Grande Empresa;Santo Domingo;Santo Domingo;República Dominicana;Caribe;MAT-AC-10004265;Material de escritório;Acessórios;Cuisinart Geladeira, Vermelho;18520,32;7;0,2;5323,92
2035;MX-2014-127033;03/04/2014;08/04/2014;Classe padrão;DC-12895;Diego Costa;Varejo;San Luis Potosí;San Luis Potosí;México;Norte;MAT-MA-10002428;Material de escritório;Materiais;Acme Cortador de papel, Aço;879,6;3;0;351,6
2036;US-2013-154977;24/09/2013;29/09/2013;Segunda classe;GO-14815;Giovanna Oliveira;Pequenas e Medias Empresas;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MÓV-CA-10002330;Móveis;Cadeiras;Harbour Creations Banqueta, Preto;2132,28;3;0,4;-1208,52
2037;US-2013-154977;24/09/2013;29/09/2013;Segunda classe;GO-14815;Giovanna Oliveira;Pequenas e Medias Empresas;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MAT-AR-10000333;Material de escritório;Arte;Boston Marcadores de texto, Metal;483,12;6;0,4;-161,28
2038;US-2013-154977;24/09/2013;29/09/2013;Segunda classe;GO-14815;Giovanna Oliveira;Pequenas e Medias Empresas;Buenos Aires;Cidade de Buenos Aires;Argentina;Sul;MAT-AC-10002378;Material de escritório;Acessórios;KitchenAid Liquidificador, Vermelho;3163,2;8;0,4;-686,4
2039;MX-2011-153794;29/08/2011;29/08/2011;No mesmo dia;RF-19915;Rebeca Fernandes;Varejo;Vilhena;Rondônia;Brasil;Sul;TEC-CO-10001019;Tecnologia;Copiadoras;Hewlett Tinta, Vermelho;1954,4832;2;0,002;172,0832
2040;MX-2014-133382;15/12/2014;20/12/2014;Classe padrão;AR-10435;Aline Rodrigues;Pequenas e Medias Empresas;Tapachula;Chiapas;México;Norte;MAT-CO-10004160;Material de escritório;Colchetes;Stockwell Percevejo niquelado, Tamanhos variados;211,8;3;0;18,6
2041;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;MAT-FI-10003481;Material de escritório;Fichários;Cardinal Reforço para fichário, Transparente;256;8;0;57,6
2042;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;MAT-AR-10003740;Material de escritório;Armazenamento;Tenex Bandejas, Tamanho real;723,2;2;0;144,4
2043;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;MÓV-CA-10000861;Móveis;Cadeiras;Office Star Protetor de piso, Ajustável;1457,28;4;0,2;54,08
2044;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;TEC-CO-10002556;Tecnologia;Copiadoras;Brother Fax sem fio, Colorida;7589,79;3;0,002;440,79
2045;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;MÓV-ES-10000624;Móveis;Estantes;Ikea Estante tradicional, Branco;17675,52;8;0,2;440,32
2046;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;MÓV-ES-10000391;Móveis;Estantes;Ikea Biblioteca, Preto;11671,68;6;0,2;-2043,12
2047;MX-2013-140186;15/08/2013;15/08/2013;No mesmo dia;DS-13045;Diogo Souza;Grande Empresa;Tlalpan;Distrito Federal;México;Norte;TEC-MÁ-10000126;Tecnologia;Máquinas;Okidata Telefone, Branco;1705,2;3;0;664,8
2048;MX-2014-118066;04/12/2014;05/12/2014;Primeira classe;BB-11365;Brenda Barros;Grande Empresa;Santa Clara;Villa Clara;Cuba;Caribe;TEC-CO-10004173;Tecnologia;Copiadoras;Hewlett Fax e copiadora, Par;2566,4568;2;0,002;457,6568
2049;MX-2013-128734;06/09/2013;13/09/2013;Classe padrão;BO-11035;Beatrice Oliveira;Varejo;Villa Nueva;Guatemala;Guatemala;Central;TEC-AC-10000044;Tecnologia;Acessórios;Belkin Roteador, Programável;8675;5;0;1735
2050;MX-2013-128734;06/09/2013;13/09/2013;Classe padrão;BO-11035;Beatrice Oliveira;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MAT-AR-10001124;Material de escritório;Armazenamento;Smead Pratelheiras, Tamanho real;1958,4;6;0;606
2051;MX-2013-128734;06/09/2013;13/09/2013;Classe padrão;BO-11035;Beatrice Oliveira;Varejo;Villa Nueva;Guatemala;Guatemala;Central;MÓV-MÓ-10002222;Móveis;Móveis ;Eldon Peso de porta, Embalagem multipack;1004,4;3;0;341,4
2052;MX-2011-147858;10/03/2011;15/03/2011;Classe padrão;VC-21040;Victor Cunha;Pequenas e Medias Empresas;Grajaú;Maranhão;Brasil;Sul;MAT-AR-10003462;Material de escritório;Armazenamento;Tenex Pastas, Industrial;632;4;0;12
2053;US-2013-152072;07/03/2013;14/03/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Salvador;Bahia;Brasil;Sul;MAT-AR-10000059;Material de escritório;Armazenamento;Eldon Pastas, Tamanho real;226,8;5;0,6;-238,2
2054;US-2013-152072;07/03/2013;14/03/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Salvador;Bahia;Brasil;Sul;MAT-EN-10000107;Material de escritório;Envelopes;Jiffy Com lacre, Reciclado;191,84;2;0,6;-134,56
2055;US-2013-152072;07/03/2013;14/03/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Salvador;Bahia;Brasil;Sul;MAT-CO-10002916;Material de escritório;Colchetes;Advantus Elásticos, Embalagem tipo bulk;88,48;2;0,6;-104,32
2056;US-2013-152072;07/03/2013;14/03/2013;Classe padrão;LB-16750;Lavinia Barros;Varejo;Salvador;Bahia;Brasil;Sul;MÓV-CA-10001610;Móveis;Cadeiras;Office Star Cadeira de praia, Ajustável;463,44;3;0,6;-220,56
2057;MX-2012-130680;26/11/2012;02/12/2012;Classe padrão;JC-15835;Julian Cunha;Varejo;Guantânamo;Guantânamo;Cuba;Caribe;MÓV-MÓ-10004329;Móveis;Móveis ;Tenex Peso de porta, Preto;1755,6;6;0;122,4
2058;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-EN-10000372;Material de escritório;Envelopes;Kraft Malote, Conjunto de 50;563,04;3;0,4;-93,96
2059;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-AR-10004675;Material de escritório;Armazenamento;Tenex Bandejas, Azul;433,68;2;0,4;-224,32
2060;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-FI-10003525;Material de escritório;Fichários;Ibico Perfurador, Econômico;60,9;1;0,7;-89,5
2061;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-CO-10004918;Material de escritório;Colchetes;Advantus Elásticos, Tamanhos variados;224,64;4;0,4;-4,16
2062;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-CO-10004966;Material de escritório;Colchetes;Accos Prendedores de papel, Embalagem com 12;376,2;5;0,4;-182,8
2063;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-ET-10004836;Material de escritório;Etiquetas;Novimex Etiquetas redondas, Ajustável;33,36;2;0,4;2,56
2064;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MÓV-CA-10001016;Móveis;Cadeiras;Harbour Creations Protetor de piso, Preto;1113,12;4;0,4;-426,88
2065;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;MAT-CO-10003584;Material de escritório;Colchetes;Stockwell Elásticos, Embalagem tipo bulk;264,48;4;0,4;-17,92
2066;US-2012-139675;27/10/2012;03/11/2012;Classe padrão;EP-14050;Evelyn Pereira;Varejo;Mar del Plata;Província de Buenos Aires;Argentina;Sul;TEC-AC-10004370;Tecnologia;Acessórios;Logitech Teclado numérico, Reciclado;1588,68;9;0,4;263,88
2067;US-2013-124100;30/12/2013;01/01/2014;Segunda classe;GC-14575;Gabrielly Cunha;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-FI-10003598;Material de escritório;Fichários;Avery Reforço para fichário, Transparente;61,92;4;0,4;-32,48
2068;US-2013-124100;30/12/2013;01/01/2014;Segunda classe;GC-14575;Gabrielly Cunha;Varejo;San Miguelito;Panamá;Panamá;Central;MAT-FI-10003525;Material de escritório;Fichários;Ibico Perfurador, Econômico;243,6;2;0,4;-57,2
2069;US-2014-112970;27/03/2014;02/04/2014;Classe padrão;LS-17770;Luis Sousa;Varejo;Barquisimeto;Lara;Venezuela;Sul;MÓV-ES-10004528;Móveis;Estantes;Ikea Estante, Metal;2928,96;6;0,4;-1709,04
2070;MX-2014-109043;17/09/2014;17/09/2014;No mesmo dia;LM-17590;Lucas Melo;Grande Empresa;León;León;Nicarágua;Central;MAT-MA-10000059;Material de escritório;Materiais;Acme Estilete, Retangular;920;4;0;294,4
2071;MX-2014-109043;17/09/2014;17/09/2014;No mesmo dia;LM-17590;Lucas Melo;Grande Empresa;León;León;Nicarágua;Central;MAT-ET-10001887;Material de escritório;Etiquetas;Novimex Etiquetas para codificação colorida, Vermelho;326,4;4;0;45,6
2072;MX-2014-109043;17/09/2014;17/09/2014;No mesmo dia;LM-17590;Lucas Melo;Grande Empresa;León;León;Nicarágua;Central;MAT-CO-10001674;Material de escritório;Colchetes;Stockwell Alfinetes, Tamanhos variados;157,6;2;0;20,4
